linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global,run_pass
INSULINA HUMANA (100UI/ML SUSPENSAO INJETAVEL SC FRASCO-AMPOLA 10ML),INSULINA ISOFANA,3,"['ASPEN PHARMA', 'BIOCON BIOLOGICS', 'BIOMM']",match,83682.0,insulina humana nph 100 ui/ml sus inj fa 10 ml,1.0,Princípio: insulina isofana (NPH) = insulina humana NPH; Dose: 100 UI/mL = 100 UI/mL; Forma: suspensão injetável = suspensão injetável; Via: SC (compatível); Volume/embalagem: frasco/ampola 10 mL = 10 mL.,25,"[86641, 83682, 83683, 108106, 116965, 114778, 83644, 87130, 104871, 86877, 86437, 86806, 87200, 86879, 100385, 105036, 86440, 111159, 87016, 87297, 86601, 87209, 87544, 107573, 115565]",openai:gpt-5-mini,False,,22.333520000000004,16.50056,32.0,71.61,716.1,C,initial
CANULA GUEDEL  NÂ¿ 5 TAMANHO 110MM,PRODUTOS PARA SAUDE,1,['DESCARPACK'],match,111151.0,canula de guedell estéril nº 5,1.0,"Mesma categoria clínica: cânula de Guedel (via aérea oral). Mesmo tamanho/numeração nº 5; comprimento 110 mm compatível com nº 5. Forma (cânula oral), via e indicação equivalentes. Marca ignorada.",25,"[87414, 111147, 111151, 111146, 111145, 111149, 111150, 111148, 87477, 87478, 88163, 87788, 87487, 87485, 87484, 87480, 87483, 87473, 87486, 87474, 87998, 87481, 87997, 112707, 100819]",openai:gpt-5-mini,False,,0.7821,0.7821,0.7821,1.93,19.493,C,initial
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 500ML),LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,4,"['EQUIPLEX', 'FRESENIUS', 'HALEX ISTAR', 'JP INDUSTRIA']",match,83690.0,ringer  lactato 500 ml fr sistema fechado,1.0,Princípio: Ringer lactato (lactato de sódio + cloreto de sódio + cloreto de potássio + cloreto de cálcio) — corresponde à linha clínica Unimed. Dose/concentração: composição típica de Ringer lactato; Forma: solução injetável; Via: IV; Volume: 500 mL. Marcas ignoradas; múltiplos SKUs Unimed mapeiam para este item.,25,"[87195, 86649, 83659, 83664, 86942, 86648, 86646, 87217, 86471, 83663, 86824, 87116, 83660, 83662, 83661, 86842, 86645, 86601, 86474, 83658, 83690, 87636, 86476, 86568, 88170]",openai:gpt-5-mini,False,,4.755,4.3,5.75,6.0,33632.399999999994,B,initial
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 1000ML),LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,['FRESENIUS'],match,83690.0,ringer  lactato 500 ml fr sistema fechado,0.8,"Princípio: Ringer lactato (lactato de sódio + cloreto de potássio + cloreto de sódio + cloreto de cálcio) — corresponde ao princípio ativo listado. Forma: solução injetável IV — corresponde. Dose/concentração: não especificadas numericamente na Unimed, mas composição clínica equivalente. Via: IV — corresponde. Volume: Unimed 1000 ml vs candidato 500 ml (diferença de embalagem) — similar solução prática, por isso aceito com confiança moderada.",25,"[87195, 86649, 83659, 83664, 86646, 86942, 86648, 87217, 86471, 83661, 86824, 83660, 83663, 86601, 87116, 83662, 86474, 86645, 83658, 87636, 86476, 83690, 88170, 115258, 86842]",openai:gpt-5-mini,False,,7.0,7.0,7.0,6.0,33632.399999999994,B,initial
CLORETO DE SODIO+CLORETO DE POTASSIO+CLORETO DE CA INJETAVEL (SOL INJ IV 500ML),CLORETO DE SODIO+CLORETO DE POTASSIO+CLORETO DE CALCIO DI-HI,1,['FRESENIUS'],no_match,,,0.9,"Unimed descreve solução injetável IV 500 ml contendo cloreto de sódio + cloreto de potássio + cloreto de cálcio (Ringer). Nenhum candidato listado contém essa combinação clínica exata: o item 17 (cod 86842) é solução 500 ml com cloreto de sódio + cloreto de potássio + cloreto de magnésio + acetato (sem cloreto de cálcio), itens 10/13/14/15 são NaCl isolado em 500/100/250/1000 ml, e outros são sais isolados ou produtos diferentes. Portanto não há equivalente clínico compatível nos candidatos.",25,"[87195, 86649, 83659, 83664, 86648, 86942, 86646, 87217, 87116, 83663, 86471, 86824, 83660, 83662, 83661, 86645, 86842, 86601, 87636, 86476, 83658, 86474, 115258, 86568, 88170]",openai:gpt-5-mini,False,,5.0,5.0,5.0,,,,initial
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,1,['BERGAMO'],no_match,,,1.0,"Princípio ativo Unimed: cloridrato de irinotecano tri-hidratado (20 mg/ml, 100 mg/5 ml, solução injetável). Nenhum dos candidatos listados contém irinotecano nem descrição equivalente de dose/forma/via/volume. Portanto, sem correspondência clínica.",25,"[113040, 111420, 83664, 86705, 86651, 86865, 86786, 100269, 86704, 86649, 83673, 106331, 86909, 87380, 86778, 116877, 104604, 100370, 111299, 86601, 86335, 87118, 86571, 86418, 87238]",openai:gpt-5-mini,False,,44.11,44.11,44.11,,,,initial
"COLAGENASE (0,6U/G POMADA DERMATOLOGICA BISNAGA 30G + ESPATULA PLASTICA)",COLAGENASE,1,['CRISTALIA'],no_match,,,0.9,"Princípio ativo: colagenase presente em candidato 86658, porém concentração difere (Unimed 0,6 U/g vs candidato 1,2 U/g). Forma farmacêutica (pomada) e volume (30 g) compatíveis, mas Regra 2 exige mesma dose/concentração — diferença inviabiliza o match. Espátula/embalagem irrelevantes.",25,"[87116, 86843, 86658, 105079, 87203, 87174, 83909, 95573, 101465, 87202, 88020, 87440, 87439, 88086, 108736, 86736, 87572, 87996, 83816, 117417, 87813, 88057, 101498, 86710, 101464]",openai:gpt-5-mini,False,,15.0,15.0,15.0,,,,initial
PEMETREXEDE INJETAVEL (500MG PO LIOF IV 30ML) ,PEMETREXEDE DISSODICO,1,['GLENMARK'],no_match,,,0.95,"Princípio ativo Unimed: pemetrexede dissódico 500 mg liof. Nenhum candidato lista pemetrexede (somente antibióticos, anti-inflamatórios, biológicos e diluentes). Dose, princípio e produto clínico diferem.",25,"[86873, 86955, 86954, 87102, 86876, 87232, 87231, 102978, 87298, 112426, 87094, 86329, 86318, 86838, 86459, 86676, 87156, 83644, 86437, 86500, 92894, 87063, 87071, 115814, 105037]",openai:gpt-5-mini,False,,135.9,135.9,135.9,,,,initial
"PLANTAGO OVATA FORSSK.Â¿(3,5G PO EFERV)",POLIESTIRENOSSULFONATO DE CALCIO,1,['EUROFARMA'],no_match,,,1.0,"Princípio ativo listado: poliestirenossulfonato de cálcio (cápsula/suspensão oral para troca iônica). Apresentação Unimed: 3,5 g PO efervescente. Nenhum dos candidatos Globais contém poliestirenossulfonato de cálcio nem apresentação clínica equivalente (substância/dose/forma/via). Portanto não há match.",25,"[87075, 87705, 87976, 84873, 87212, 87094, 87730, 86573, 111159, 92802, 107573, 87494, 86798, 87286, 87097, 88080, 87203, 104479, 108037, 86845, 86764, 86803, 109933, 107356, 87706]",openai:gpt-5-mini,False,,23.333333,23.333333,23.333333,,,,initial
"ATENOLOL + ASSOCIACAO SOLIDO (50+12,5MG COMPRIMIDO)",ATENOLOL+CLORTALIDONA,1,['FQM'],no_match,,,0.9,"Unimed: atenolol + clortalidona 50+12,5 mg comprimido (combinação). Nenhum candidato Global é combinação atenolol+clortalidona. O candidato mais próximo (cod_item=86489 atenolol 50 mg comprimido) contém apenas atenolol sem clortalidona — dose/forma/via não são clinicamente equivalentes. Portanto, no_match.",25,"[107026, 86489, 86488, 86669, 87139, 86431, 111299, 86430, 87569, 86596, 86545, 92912, 86724, 87477, 87140, 87031, 87295, 86725, 83645, 86941, 87287, 86418, 87101, 87100, 86848]",openai:gpt-5-mini,False,,0.251717,0.251717,0.251717,,,,initial
DACARBAZINA (200MG PO LIOFILO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA),DACARBAZINA,2,['EUROFARMA ONCO'],no_match,,,1.0,Substância (dacarbazina 200 mg liofilizado para solução injetável) não encontrada entre os candidatos; nenhum cod_item corresponde a dacarbazina ou equivalente clínico. Dose/forma/via específicas não estão presentes nos itens listados.,25,"[86620, 116736, 86437, 83644, 87173, 86421, 83646, 86676, 86615, 106342, 86500, 86477, 87089, 86670, 86554, 86545, 86319, 87063, 86774, 83696, 86931, 83652, 86629, 86444, 86481]",openai:gpt-5-mini,False,,35.700001,34.400002,37.0,,,,initial
TRASTUZUMABE  (440MG PO LIOF INJ IV C/ DIL),TRASTUZUMABE,1,['BIOMM'],no_match,,,0.95,"Princípio ativo na linha Unimed: trastuzumabe 440 mg liof. Nenhum candidato corresponde a trastuzumabe originador/ biossimilar na mesma substância e apresentação. O item 92883 é trastuzumabe deruxtecana (conjugado diferente), demais itens são substâncias distintas — portanto sem equivalente clínico.",25,"[86329, 92883, 87298, 102978, 87071, 86873, 87094, 87244, 86838, 87063, 87279, 87232, 86583, 86584, 87225, 87255, 86837, 87201, 86954, 86501, 92894, 86629, 83646, 87281, 86989]",openai:gpt-5-mini,False,,1077.494584,1077.494584,1077.494584,,,,initial
LIDOCAINA (10% SPRAY TOPICO 50ML),LIDOCAINA,2,"['CRISTALIA', 'HIPOLABOR']",match,86927.0,lidocaina 100 mg/ml fr spray 50 ml,1.0,Princípio: lidocaína; Dose/concentração: 10% = 100 mg/ml (igual); Forma: spray tópico; Via: tópica (spray) correspondente; Volume: 50 ml corresponde. Marcas ignoradas.,25,"[84309, 86927, 87983, 88061, 85021, 87985, 86928, 88115, 100369, 101607, 95507, 87988, 87990, 87987, 87989, 86638, 86931, 88209, 113316, 86815, 84215, 86419, 101603, 101606, 87178]",openai:gpt-5-mini,False,,46.25,42.5,50.0,44.62,374.808,C,initial
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ IV 50ML VP),PEMETREXEDE DISSODICO HEMIPENTAIDRATADO,1,['CRISTALIA ONCO'],no_match,,,0.95,"Princípio ativo diferente: Unimed = pemetrexede dissódico; candidatos listados são antibióticos, biológicos ou outros fármacos (imipenem, meropenem, cefepima, sacituzumabe, etc.). Embora a apresentação (po liof inj iv 50 ml) seja similar a vários candidatos, a substância é distinta — não atende Regra 1. Portanto sem equivalente clínico entre os candidatos.",25,"[86873, 86955, 86583, 86584, 102978, 86459, 83644, 86437, 86954, 86501, 86676, 86876, 86500, 87071, 112426, 86879, 87232, 86317, 87231, 86629, 86845, 87293, 86318, 87168, 86838]",openai:gpt-5-mini,False,,148.2893,148.2893,148.2893,,,,initial
CLINDAMICINA (150MG/ML INJ 4ML),FOSFATO DE CLINDAMICINA,3,"['HIPOLABOR', 'HYPOFARMA']",match,86630.0,clindamicina 150 mg/ml sol inj amp 4 ml,1.0,Princípio: fosfato de clindamicina = clindamicina; Dose: 150 mg/ml = 150 mg/ml; Forma: solução injetável (inj) ampola = sol inj amp; Volume: 4 ml = amp 4 ml; marcas ignoradas. Apresentação clínica equivalente.,25,"[92888, 86630, 87238, 106331, 86712, 83676, 83688, 87266, 86769, 87016, 87141, 86997, 115814, 87007, 87040, 86777, 86732, 86554, 87267, 86745, 115305, 116736, 87249, 87024, 87234]",openai:gpt-5-mini,False,,2.4099999999999997,2.3,2.55,2.68,1075.752,C,initial
FOSFATO SODICO DE PREDNISOLONA( 1ML/MG 100ML),PREDNISOLONA,1,['PRATI DONADUZZI'],no_match,,,0.9,"Unimed indica Prednisolona, fosfato sódico 1 mg/ml em 100 ml (apresentação clínica: mesmo sal, mas concentração 1 mg/ml e volume 100 ml). O único candidato com fosfato de prednisolona é cod_item=86850 (prednisolona, fosfato sodico 3 mg/ml sol or fr 120 ml), porém a concentração (3 mg/ml vs 1 mg/ml) e volume (120 ml vs 100 ml) são incompatíveis conforme Regra 2 e 5. Outros candidatos são formas/doses diferentes (comprimidos ou outros corticosteroides). Portanto não há candidato Global equivalente.",25,"[92888, 86849, 86850, 86848, 86695, 86975, 92912, 86973, 86724, 86518, 87116, 92940, 84210, 104444, 86824, 87201, 86517, 86870, 98005, 86825, 86649, 83664, 87217, 87118, 86595]",openai:gpt-5-mini,False,,6.0,6.0,6.0,,,,initial
"ALPINIA ZERUMBET (0,08 ML/ML 15ML)",ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,1,['HEBRON'],no_match,,,0.95,"Princípio ativo Unimed é ALPINIA ZERUMBET (extrato/essência) em solução oleosa 0,08 mL/mL (15 mL). Nenhum dos candidatos Global corresponde à mesma substância ou equivalente clínico; as opções listadas são fármacos diferentes (alfentanila, atropina, azul de metileno, etc.) e/ou formas e vias distintas. Dose/forma/ princípio ativo incompatíveis, portanto no_match.",25,"[86450, 86960, 86495, 86685, 87234, 86445, 86443, 86933, 86494, 86579, 108044, 86915, 87254, 101241, 83666, 87024, 86952, 87709, 102325, 86972, 86692, 87073, 86564, 87034, 87485]",openai:gpt-5-mini,False,,255.00325,255.00325,255.00325,,,,initial
CLORIDRATO DE MIDAZOLAM CP/ 15 MG,MALEATO DE MIDAZOLAM,1,['CRISTALIA'],no_match,,,0.9,"Unimed descreve midazolam em comprimido (CP) 15 mg — via oral/tablet. Os candidatos com midazolam listados (cod_item=115305, 86994, 86995) são soluções injetáveis (1 mg/ml ou 5 mg/ml), via/forma diferentes; não há candidato de comprimido 15 mg. Portanto, sem equivalente clínico compatível.",25,"[107024, 86651, 100269, 86704, 86705, 86909, 86908, 86865, 86463, 87380, 86633, 92961, 87127, 115305, 86994, 86556, 111420, 116358, 100370, 86736, 104604, 86608, 86568, 86995, 92912]",openai:gpt-5-mini,False,,1.5,1.5,1.5,,,,initial
FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 1ML),FILGRASTIM,2,"['BLAU', 'EUROFARMA ONCO']",no_match,,,0.8,"Princípio: FILGRASTIM (mesmo princípio ativo presente nos candidatos 2,4,5). Dose: Unimed especifica 300 mcg; candidatos 2,4,5 também são 300 mcg, porém: Forma farmacêutica: solução injetável em seringa pré-cheia (compatível). Via: injetável (compatível). Volume/embalagem: Unimed descreve seringa 1 ml; os candidatos relevantes são seringa pré-cheia 0,5 ml — diferença de volume/embalagem significativa conforme regra 5. Marcas ignoradas. Como a apresentação (volume/embalagem) difere e é especificada, não é match.",25,"[116736, 102105, 106331, 104284, 86804, 87238, 110695, 87024, 88190, 87141, 87160, 110317, 87007, 87040, 86745, 115814, 83687, 87234, 110315, 87065, 86997, 86445, 86443, 86712, 86458]",openai:gpt-5-mini,False,,27.5,24.0,31.0,,,,initial
SULFATO DE MAGNESIO (500MG/ML INJ 10ML),SULFATO DE MAGNESIO,1,['SAMTEC'],match,87210.0,sulfato de magnesio 50% (500 mg/ml) sol inj amp 10 ml,1.0,Princípio ativo idêntico: sulfato de magnésio; concentração 500 mg/ml (50%) corresponde exatamente; forma farmacêutica: solução injetável em ampola; via injetável compatível; volume de 10 ml corresponde.,25,"[92888, 87209, 87210, 115814, 110317, 83664, 86601, 87286, 83677, 87208, 110315, 86596, 86649, 86684, 86745, 87266, 87198, 87024, 87130, 83659, 83668, 87065, 86994, 86997, 84759]",openai:gpt-5-mini,False,,4.19,4.19,4.19,5.72,249.964,C,initial
POLISSULFATO DE MUCOPOLISSACARIDEO (5MG/G GEL BG 40G),POLISSULFATO DE MUCOPOLISSACARIDEO,1,['UNIAO QUIMICA'],match,87014.0,mucopolissacarideo 5 mg/g gel bisn 40g,1.0,"Mesmo princípio ativo (mucopolissacarídeo/polissulfato de mucopolissacarídeo), mesma concentração 5 mg/g, mesma forma farmacêutica (gel) e mesma embalagem/volume (bisnaga/40 g). Marcas ignoradas conforme regra.",25,"[87174, 87014, 105079, 87208, 98005, 87015, 87203, 87210, 87209, 86710, 87116, 86567, 87033, 86843, 87212, 83939, 87260, 86539, 87202, 87928, 88041, 87287, 111420, 87211, 108238]",openai:gpt-5-mini,False,,12.0,12.0,12.0,11.36,85.19999999999999,C,initial
MONITOR DE GLICOSE,PRODUTOS PARA SAUDE,1,['ON CALL PLUS'],no_match,,,0.9,"Unimed: MONITOR DE GLICOSE = aparelho medidor (On Call Plus). Candidatos: nenhum descrito é aparelho medidor. O item 100851 são tiras para glicemia (consumível), diferente em forma/função (aparelho vs tiras). Dose/forma/via não aplicáveis; requisito 1 e 3 (mesmo produto/forma) não atendidos.",25,"[108872, 87215, 84114, 88075, 86720, 100851, 87312, 87313, 86544, 87314, 83677, 87323, 87315, 115186, 88159, 84107, 83774, 93006, 87038, 86533, 84897, 111044, 86862, 87687, 86568]",openai:gpt-5-mini,False,,39.0,39.0,39.0,,,,initial
MALEATO DE INDACATEROL,INDACATEROL,1,['NOVARTIS'],no_match,,,0.95,"Princípio ativo Unimed: indacaterol (maleato), 300 mcg, forma inalatória (Onbrize 300mcg cp). Nenhum dos candidatos Global é um broncodilatador inalatório ou contém indacaterol; a lista contém insumos, consumíveis e outros fármacos diferentes (ex.: paracetamol+codeína). Portanto, não há equivalente clínico.",25,"[108872, 92737, 103509, 100255, 87515, 87330, 87689, 84742, 87620, 110640, 87802, 100377, 83774, 113096, 93006, 83767, 87742, 84189, 84179, 88159, 86702, 87772, 86511, 92840, 87098]",openai:gpt-5-mini,False,,2.723067,2.723067,2.723067,,,,initial
SANEANTES QUARTENARIO DE AMONIO,PEROXIDO DE HIDROGENIO+QUATERNARIO DE AMONIO,1,['RIOQUIMICA'],match,113688.0,revital ox desinfetante de alto nivel steris 4l,0.7,"Produto clínico: desinfetante hospitalar (alto nível). Princípio: Unimed indica peróxido de hidrogênio + quaternário de amônio; candidato 113688 (Revital Ox desinfetante de alto nível Steris 4L) é desinfetante à base de peróxido (mesma classe clínica). Forma: líquido desinfetante para superfícies/alto nível — compatível. Via/uso: tópico/superficial — compatível. Volume: Unimed amostra 5L vs candidato 4L (diferença de embalagem, considerada compatível para mesmo produto clínico). Marcas ignoradas conforme regra.",25,"[108872, 103509, 108037, 84112, 87250, 92851, 92852, 88165, 107630, 84912, 87730, 107024, 107341, 84789, 92840, 101721, 107629, 113688, 111591, 100377, 108049, 108025, 111149, 111150, 108024]",openai:gpt-5-mini,False,,292.404221,292.404221,292.404221,312.0,15075.84,A,initial
CETOPROFENO (50MG/ML INJ IM 2ML),CETOPROFENO,4,"['CRISTALIA', 'HIPOLABOR', 'TEUTO', 'UNIAO QUIMICA']",no_match,,,0.98,"Princípio ativo: CETOPROFENO — presente em candidatos 86330 (cetoprofeno 150 mg liberação prolongada) e 86329 (cetoprofeno 100 mg PO liof/IV fa), mas nenhum candidato corresponde à apresentação clínica solicitada: 50 mg/ml solução injetável IM, ampola 2 ml. Diferenças de dose/concentração e/ou forma farmacêutica e via tornam-os incompatíveis. Outros candidatos são princípios ativos diferentes.",25,"[113040, 86330, 86859, 83668, 87065, 86329, 86654, 115780, 86709, 86670, 87066, 86777, 110280, 83688, 86745, 87249, 86979, 113736, 83672, 86623, 83676, 86609, 86734, 87096, 87007]",openai:gpt-5-mini,False,,1.825,1.4,2.1,,,,initial
COLECALCIFEROL (7000UI CAPSULA GELATINOSA MOLE) ,COLECALCIFEROL,1,['NEO QUIMICA'],match,86666.0,colecalciferol 7.000 ui com rev,0.9,"Princípio: colecalciferol (mesma substância). Dose: 7.000 UI em ambos. Forma: cápsula (descrição Unimed 'capula gelatinhosa mole' — candidato indica colecalciferol 7.000 UI, apresentação compatível de cápsula). Via: oral (caps). Volume/embalagem: não aplicável. Marcas ignoradas.",25,"[107750, 86661, 86666, 86665, 86556, 86406, 86857, 86601, 86871, 104342, 87284, 87090, 83816, 87314, 86592, 86591, 87300, 86957, 87315, 87190, 87098, 86569, 86816, 87402, 86554]",openai:gpt-5-mini,False,,0.157,0.157,0.157,2.0,153.4,C,initial
"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",AZTREONAM,2,['BIOCHIMICO'],match,86501.0,aztreonam 1 g po liof inj fa,1.0,"Mesma substância (aztreonam), mesma dose (1 g), mesma forma farmacêutica (liofilizado para injeção), mesmas vias indicadas (IV/IM). Embalagem/volume compatível; marcas ignoradas.",25,"[86501, 83653, 86500, 86583, 86954, 87232, 87231, 86676, 83652, 86629, 86444, 86955, 86317, 86459, 86761, 87102, 86584, 87293, 86582, 86586, 86873, 87071, 87225, 87094, 87244]",openai:gpt-5-mini,False,,27.0,22.0,32.0,43.23,4223.571,B,initial
CLORIDRATO DE PIOGLITAZONA (30MG CPR SIMPLES),CLORIDRATO DE PIOGLITAZONA,1,['LABORATORIO GLOBO'],match,86836.0,pioglitazona 30 mg com,1.0,Princípio: cloridrato de pioglitazona = pioglitazona no candidato. Dose: 30 mg = corresponde. Forma: comprimido (CPR simples) = corresponde. Via: oral = corresponde. Marca/embalagem irrelevantes.,25,"[107024, 86836, 86651, 111420, 86865, 104604, 87127, 92961, 86569, 87380, 86786, 86736, 86570, 87116, 86704, 105079, 86648, 86705, 86463, 87316, 100370, 100269, 86633, 95507, 86646]",openai:gpt-5-mini,False,,0.666667,0.666667,0.666667,1.5,7.875,C,initial
SUCRALFATO (1G COMPRIMIDO),SUCRALFATO,1,['EMS'],no_match,,,0.95,"Princípio igual (sucralfato) presente apenas no cod 87198, porém forma e dose incompatíveis: Unimed = comprimido 1 g; candidato 87198 = suspensão oral 200 mg/ml (10 ml). Regra exige mesma dose/forma/via; portanto não há equivalente clínico nos candidatos.",25,"[86420, 87198, 86862, 87006, 87139, 87031, 87540, 87289, 87257, 87539, 87211, 86502, 86455, 87271, 87180, 87259, 87258, 87181, 115489, 87149, 86976, 86344, 87140, 83671, 86775]",openai:gpt-5-mini,False,,1.369124,1.369124,1.369124,,,,initial
LACTULOSE (667MG/ML XAROPE 120ML SABOR AMEIXA),LACTULOSE,3,"['EMS', 'MAYBEN PHARMACEUTICAL LTDA', 'NUTRIEX']",match,86897.0,lactulose 667 mg/ml xpe fr 120 ml,1.0,Princípio ativo lactulose; dose 667 mg/ml igual; forma xarope (xpe) igual; via oral compatível; volume frasco 120 ml igual. Sabor/marca ignorados.,25,"[86641, 86897, 86461, 87380, 83643, 83641, 102325, 86795, 87533, 87824, 86536, 87970, 86554, 87286, 116669, 86463, 113429, 87009, 83658, 86994, 87829, 86442, 83914, 87535, 87534]",openai:gpt-5-mini,False,,4.666666666666667,3.8,6.0,5.43,937.761,C,initial
PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL,1,['GSK'],no_match,,,0.9,"Princípio: propionato de fluticasona + xinafoato de salmeterol; Dose: 125+25 mcg; Forma/Via: suspensão/aerossol para inalação (MDI). Nenhum dos candidatos lista a combinação fluticasona propionato + salmeterol na dose/forma indicada. Outros candidatos são substâncias diferentes (beclometasona, furoato de fluticasona, palmitato de paliperidona, etc.) ou formas/combinações distintas, portanto não compatíveis clinicamente.",25,"[108872, 107026, 86503, 86818, 86516, 92938, 86505, 87087, 92957, 86504, 105079, 87338, 87085, 87327, 104303, 87086, 108734, 86973, 86614, 86724, 86725, 86683, 86692, 108797, 87212]",openai:gpt-5-mini,False,,120.3345,120.3345,120.3345,,,,initial
FOSFATO DE OSELTAMIVIR SOLIDO (75MG COMPRIMIDO),FOSFATO DE OSELTAMIVIR,2,['NATCOFARMA'],no_match,,,1.0,"Princípio: Unimed = fosfato de oseltamivir (antiviral oral). Nenhum dos candidatos listados contém oseltamivir ou equivalente clínico. Dose/formula (75 mg comprimido/cápsula, via oral) não estão representadas em nenhum cod_item. Portanto sem correspondência.",25,"[100370, 86826, 86825, 104444, 92912, 86724, 86824, 86959, 92880, 87101, 86570, 86781, 111299, 87180, 87181, 87388, 87252, 86569, 86533, 87287, 86850, 87193, 87041, 87907, 102397]",openai:gpt-5-mini,False,,8.35,5.0,11.7,,,,initial
"ORTOFTALALDEIDO 0,55% 5 LITROS",ORTOFTALALDEÃDO,1,['RIOQUIMICA'],no_match,,,1.0,"Princípio ativo Unimed: ORTOFTALALDEÍDO 0,55% em 5 L. Nenhum dos candidatos apresenta ORTOFTALALDEÍDO — substâncias listadas são hipoclorito de sódio, sabonete, álcool, clorexidina, etc. Regras: (1) exige mesma substância; (2) mesma concentração/forma/volume — não atendido. Portanto sem equivalente clínico nos candidatos.",25,"[92818, 84107, 83880, 103251, 103138, 84212, 86618, 84211, 87263, 86556, 87310, 83663, 83662, 84137, 87156, 87116, 87388, 111299, 101399, 87225, 87569, 87570, 83673, 87249, 87223]",openai:gpt-5-mini,False,,239.86,239.86,239.86,,,,initial
"LATANOPROSTA (0,05MG/ML SOL OFTALM FRASCO GOTA 2,5ML)",LATANOPROSTA,1,['LEGRAND OFTA'],no_match,,,1.0,"Unimed: LATANOPROSTA 0,05 mg/ml solução oftálmica frasco conta-gotas 2,5 ml. Nenhum candidato lista latanoprosta; os itens oftálmicos disponíveis (ciclolato, hialuronato, atropina, carmelose) têm princípios ativos diferentes e/ou concentrações distintas. Não há apresentação clínica equivalente.",25,"[87017, 111299, 83684, 113736, 86612, 101241, 110318, 87212, 86495, 115780, 107573, 86418, 87097, 86573, 106342, 86536, 86916, 86637, 86824, 104570, 116877, 86417, 87249, 86870, 86421]",openai:gpt-5-mini,False,,10.2498,10.2498,10.2498,,,,initial
"RACECADOTRILA SOLIDO (10MG/ML INJ IVI 0,165 ML C/ SR)",RACECADOTRILA,1,['BAGO'],match,87147.0,racecadotrila 30 mg gran 3 g sache,0.8,"Princípio ativo idêntico (racecadotrila). Unimed indica 'SOLIDO' e a descrição comercial amostra é 'TIORFAN 30 18 SACHE' (30 mg sachet). O candidato 87147 é 'racecadotrila 30 mg gran 3 g sache' — mesma forma (granulado/sachê) e mesma dose (30 mg) — via oral/uso sólido compatível. Observação: a parte da linha Unimed com '10MG/ML INJ...' parece discrepante/artefato, portanto confiança reduzida para 0,8.",25,"[86450, 87146, 87145, 106331, 101241, 87024, 87141, 86494, 106342, 83673, 87040, 87147, 116877, 86445, 86443, 86421, 113736, 86994, 83683, 86972, 115780, 86649, 101571, 86906, 86433]",openai:gpt-5-mini,False,,2.097917,2.097917,2.097917,3.2,877.1200000000001,C,initial
DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA (B6 100MG/ML SOL INJ IM 1ML ),DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA,1,['UNIAO QUIMICA'],no_match,,,0.9,"Unimed: DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA B6 100 mg/ml, solução injetável IM 1 ml. Nenhum candidato Global apresenta combinação clínica equivalente com mesma forma, via e concentrações: item 86717 é solução oral (drops) 25 mg/ml + 5 mg/ml; item 86720 é solução injetável, porém IV 10 ml com concentrações muito diferentes (3 mg + 5 mg em 10 ml) e contém glicose/frutose; item 100370 contém piridoxina 100 mg mas associa cianocobalamina e tiamina (composição diferente). Portanto não há match clínico compatível.",25,"[86641, 86717, 86720, 100370, 86705, 86865, 100269, 104604, 86704, 86786, 111928, 86649, 83664, 86601, 86909, 87380, 106331, 86335, 83659, 86806, 110695, 87335, 111420, 86651, 86463]",openai:gpt-5-mini,False,,1.92,1.92,1.92,,,,initial
